ID,Language,Label,Definition,Description,GovernancelevelID,GovernancelevelLabel,CodelistID,Codelistlabel,ReferenceSource,ReferenceLink,StatusID,Statuslabel,x,y
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Ts4,,Ts4,Bodenart stark sandiger Ton (Ts4) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 25 bis &lt; 35; schluff: 0 bis &lt; 15; Sand: 50 bis &lt; 75,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/mS,,mS,Bodenart Mittelsand (mS) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/mSfs,,mSfs,Bodenart feinsandiger Mittelsand (mSfs) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/mSgs,,mSgs,Bodenart grobsandiger Mittelsand (mSgs) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Su2,,Su2,Bodenart schwach schluffiger Sand (Su2) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 0 bis &lt; 5; schluff: 10 bis &lt; 25; Sand: 70 bis &lt; 90,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Su3,,Su3,Bodenart mittel schluffiger Sand (Su3) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 0 bis &lt; 8; schluff: 25 bis &lt; 40; Sand: 52 bis &lt; 75,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Su4,,Su4,Bodenart stark schluffiger Sand (Su4) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 0 bis &lt; 8; schluff: 40 bis &lt; 50; Sand: 42 bis &lt; 60,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Sl3,,Sl3,Bodenart mittel lehmiger Sand (Sl3) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 8 bis &lt; 12; schluff: 10 bis &lt; 40; Sand: 48 bis &lt; 82,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Sl4,,Sl4,Bodenart stark lehmiger Sand (Sl4) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 12 bis &lt; 17; schluff: 10 bis &lt; 40; Sand: 43 bis &lt; 78,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Slu,,Slu,Bodenart schluffig-lehmiger Sand (Slu) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,ton: 8 bis &lt; 17; schluff: 40 bis &lt; 50; Sand: 33 bis &lt; 52,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart/Sl,,Sl,Bodenart lehmiger Sand (Sl) der Bodenkundlichen Kartieranleitung 5. Ausgabe.,,https://registry.gdi-de.org/codelist/governance-level/national-technical,,https://registry.gdi-de.org/codelist/de.bund.thuenen/bodenart,Bodenarten,,,https://registry.gdi-de.org/codelist/status/valid,Valid,0,0
